run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
5,0.99,0.5,0.95,0.8,0.99,10000,-10.0,-93.054,66.522,0.998,12.427594423294067
