episode,reward,steps,time,reached_goal
0,-200.0,200,0.0017848014831542969,False
1,-200.0,200,0.0018284320831298828,False
2,-200.0,200,0.0018143653869628906,False
3,-200.0,200,0.001773834228515625,False
4,-200.0,200,0.0018472671508789062,False
5,-200.0,200,0.0017695426940917969,False
6,-200.0,200,0.001804351806640625,False
7,-200.0,200,0.0017693042755126953,False
8,-200.0,200,0.0017366409301757812,False
9,-200.0,200,0.001733541488647461,False
10,-200.0,200,0.0017709732055664062,False
11,-200.0,200,0.001760244369506836,False
12,-200.0,200,0.0017461776733398438,False
13,-200.0,200,0.0017473697662353516,False
14,-200.0,200,0.00177001953125,False
15,-200.0,200,0.001783132553100586,False
16,-200.0,200,0.0017361640930175781,False
17,-200.0,200,0.0017747879028320312,False
18,-200.0,200,0.001779317855834961,False
19,-200.0,200,0.0017576217651367188,False
20,-200.0,200,0.001790761947631836,False
21,-200.0,200,0.001802682876586914,False
22,-200.0,200,0.0017592906951904297,False
23,-200.0,200,0.001756429672241211,False
24,-200.0,200,0.0017316341400146484,False
25,-200.0,200,0.0017545223236083984,False
26,-200.0,200,0.0017590522766113281,False
27,-200.0,200,0.0017781257629394531,False
28,-200.0,200,0.0017273426055908203,False
29,-200.0,200,0.0017426013946533203,False
30,-200.0,200,0.0017213821411132812,False
31,-200.0,200,0.0017557144165039062,False
32,-200.0,200,0.0017266273498535156,False
33,-200.0,200,0.0017867088317871094,False
34,-200.0,200,0.0017232894897460938,False
35,-200.0,200,0.0017371177673339844,False
36,-200.0,200,0.0017435550689697266,False
37,-200.0,200,0.0017087459564208984,False
38,-200.0,200,0.0017201900482177734,False
39,-200.0,200,0.0019431114196777344,False
40,-200.0,200,0.0017359256744384766,False
41,-200.0,200,0.0017480850219726562,False
42,-200.0,200,0.0017216205596923828,False
43,-200.0,200,0.0017218589782714844,False
44,-200.0,200,0.0017304420471191406,False
45,-200.0,200,0.001741647720336914,False
46,-200.0,200,0.0017328262329101562,False
47,-200.0,200,0.0017392635345458984,False
48,-200.0,200,0.0017216205596923828,False
49,-200.0,200,0.001748800277709961,False
50,-200.0,200,0.0017426013946533203,False
51,-200.0,200,0.0017864704132080078,False
52,-200.0,200,0.001758575439453125,False
53,-200.0,200,0.0017735958099365234,False
54,-200.0,200,0.001734018325805664,False
55,-200.0,200,0.0017333030700683594,False
56,-200.0,200,0.0017409324645996094,False
57,-200.0,200,0.0017898082733154297,False
58,-200.0,200,0.0017478466033935547,False
59,-200.0,200,0.0017681121826171875,False
60,-200.0,200,0.0017473697662353516,False
61,-200.0,200,0.0017333030700683594,False
62,-200.0,200,0.001729726791381836,False
63,-200.0,200,0.0017666816711425781,False
64,-200.0,200,0.0017571449279785156,False
65,-200.0,200,0.001840353012084961,False
66,-200.0,200,0.0018229484558105469,False
67,-200.0,200,0.001789093017578125,False
68,-200.0,200,0.001760244369506836,False
69,-200.0,200,0.0017747879028320312,False
70,-200.0,200,0.0017216205596923828,False
71,-200.0,200,0.0017521381378173828,False
72,-200.0,200,0.0017380714416503906,False
73,-200.0,200,0.0017707347869873047,False
74,-200.0,200,0.001767873764038086,False
75,-200.0,200,0.0017862319946289062,False
76,-200.0,200,0.0017795562744140625,False
77,-200.0,200,0.001790761947631836,False
78,-200.0,200,0.0017654895782470703,False
79,-200.0,200,0.0017592906951904297,False
80,-200.0,200,0.0017554759979248047,False
81,-200.0,200,0.0018188953399658203,False
82,-200.0,200,0.0017540454864501953,False
83,-200.0,200,0.0017819404602050781,False
84,-200.0,200,0.0017542839050292969,False
85,-200.0,200,0.0017437934875488281,False
86,-200.0,200,0.0017549991607666016,False
87,-200.0,200,0.0017993450164794922,False
88,-200.0,200,0.0017592906951904297,False
89,-200.0,200,0.0017917156219482422,False
90,-200.0,200,0.0017571449279785156,False
91,-200.0,200,0.0017547607421875,False
92,-200.0,200,0.0017743110656738281,False
93,-200.0,200,0.001800537109375,False
94,-200.0,200,0.0017571449279785156,False
95,-200.0,200,0.0017914772033691406,False
96,-200.0,200,0.0017828941345214844,False
97,-200.0,200,0.0017676353454589844,False
98,-200.0,200,0.0017490386962890625,False
99,-200.0,200,0.0017943382263183594,False
100,-200.0,200,0.0017518997192382812,False
101,-200.0,200,0.0017879009246826172,False
102,-200.0,200,0.0017783641815185547,False
103,-200.0,200,0.0017478466033935547,False
104,-200.0,200,0.0017693042755126953,False
105,-200.0,200,0.0018091201782226562,False
106,-200.0,200,0.0017504692077636719,False
107,-200.0,200,0.0017938613891601562,False
108,-200.0,200,0.0017812252044677734,False
109,-200.0,200,0.0017671585083007812,False
110,-200.0,200,0.0017654895782470703,False
111,-200.0,200,0.0018239021301269531,False
112,-200.0,200,0.001756906509399414,False
113,-200.0,200,0.0017883777618408203,False
114,-200.0,200,0.0017664432525634766,False
115,-200.0,200,0.0017473697662353516,False
116,-200.0,200,0.0017588138580322266,False
117,-200.0,200,0.001798868179321289,False
118,-200.0,200,0.0017421245574951172,False
119,-200.0,200,0.001789093017578125,False
120,-200.0,200,0.0017924308776855469,False
