run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
8,0.99,0.5,0.95,0.8,0.99,500,-1.0,-74.44,74.44,1.0,0.9257082939147949
