run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
7,0.9,0.8,0.9,0.95,0.99,1000,-1.0,-69.294,69.294,0.998,1.5994865894317627
