run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
16,0.99,0.5,0.95,0.8,0.99,1000,-1.0,-71.08,71.08,0.998,1.6160047054290771
