run,gamma,learning_rate,initial_epsilon,epsilon_decay,learning_rate_decay,training_episodes,left_penalty,mean_reward,mean_steps,success_rate,training_time
1,0.99,0.5,0.95,0.8,0.99,10000,-1,-80.182,80.182,0.988,12.713374376296997
