episode,reward,steps,time,reached_goal
0,-398.0,200,0.0014431476593017578,False
1,-398.0,200,0.0014302730560302734,False
2,-299.0,200,0.0013856887817382812,False
3,-398.0,200,0.0012936592102050781,False
4,-398.0,200,0.0014324188232421875,False
5,-497.0,200,0.0013365745544433594,False
6,-200.0,200,0.0013184547424316406,False
7,-200.0,200,0.0014355182647705078,False
8,-497.0,200,0.0012946128845214844,False
9,-398.0,200,0.0013942718505859375,False
10,-299.0,200,0.001300811767578125,False
11,-398.0,200,0.0013208389282226562,False
12,-398.0,200,0.0015439987182617188,False
13,-398.0,200,0.001298666000366211,False
14,-299.0,200,0.001310110092163086,False
15,-299.0,200,0.0013735294342041016,False
16,-200.0,200,0.0013132095336914062,False
17,-299.0,200,0.001333475112915039,False
18,-398.0,200,0.0013835430145263672,False
19,-299.0,200,0.001329183578491211,False
20,-398.0,200,0.0014262199401855469,False
21,-299.0,200,0.0014185905456542969,False
22,-398.0,200,0.001325845718383789,False
23,-299.0,200,0.0013685226440429688,False
24,-299.0,200,0.001361846923828125,False
25,-299.0,200,0.0013473033905029297,False
26,-398.0,200,0.0012934207916259766,False
27,-299.0,200,0.001371622085571289,False
28,-398.0,200,0.0013163089752197266,False
29,-299.0,200,0.0013053417205810547,False
30,-398.0,200,0.0012774467468261719,False
31,-299.0,200,0.0012829303741455078,False
32,-299.0,200,0.0014252662658691406,False
33,-299.0,200,0.001336812973022461,False
34,-398.0,200,0.0013117790222167969,False
35,-299.0,200,0.0014243125915527344,False
36,-299.0,200,0.0014178752899169922,False
37,-398.0,200,0.0016324520111083984,False
38,-200.0,200,0.0013093948364257812,False
39,-200.0,200,0.0019865036010742188,False
40,-398.0,200,0.0014102458953857422,False
41,-497.0,200,0.001276254653930664,False
42,-398.0,200,0.0013396739959716797,False
43,-299.0,200,0.0014452934265136719,False
44,-299.0,200,0.0013453960418701172,False
45,-299.0,200,0.0014688968658447266,False
46,-497.0,200,0.0013201236724853516,False
47,-398.0,200,0.0013499259948730469,False
48,-398.0,200,0.0014491081237792969,False
49,-299.0,200,0.0013780593872070312,False
50,-398.0,200,0.0014948844909667969,False
51,-497.0,200,0.001374959945678711,False
52,-398.0,200,0.001280069351196289,False
53,-398.0,200,0.001371622085571289,False
54,-299.0,200,0.0013446807861328125,False
55,-299.0,200,0.0012793540954589844,False
56,-299.0,200,0.001332998275756836,False
57,-398.0,200,0.0013594627380371094,False
58,-398.0,200,0.0014843940734863281,False
59,-299.0,200,0.0013070106506347656,False
60,-299.0,200,0.0013735294342041016,False
61,-299.0,200,0.0013616085052490234,False
62,-200.0,200,0.0013158321380615234,False
63,-398.0,200,0.0012662410736083984,False
64,-398.0,200,0.0012798309326171875,False
65,-299.0,200,0.0013358592987060547,False
66,-398.0,200,0.001434326171875,False
67,-497.0,200,0.0013802051544189453,False
68,-398.0,200,0.0012748241424560547,False
69,-299.0,200,0.0012824535369873047,False
70,-398.0,200,0.0012788772583007812,False
71,-398.0,200,0.0013148784637451172,False
72,-200.0,200,0.0013232231140136719,False
73,-497.0,200,0.0014803409576416016,False
74,-398.0,200,0.0014927387237548828,False
75,-398.0,200,0.0013308525085449219,False
76,-398.0,200,0.0012733936309814453,False
77,-299.0,200,0.0013153553009033203,False
78,-299.0,200,0.0013098716735839844,False
79,-200.0,200,0.0013463497161865234,False
80,-398.0,200,0.001344919204711914,False
81,-299.0,200,0.0015032291412353516,False
82,-299.0,200,0.001402139663696289,False
83,-299.0,200,0.0012695789337158203,False
84,-299.0,200,0.0012972354888916016,False
85,-299.0,200,0.0014677047729492188,False
86,-299.0,200,0.0012691020965576172,False
87,-398.0,200,0.0012831687927246094,False
88,-299.0,200,0.0012841224670410156,False
89,-398.0,200,0.0013072490692138672,False
90,-398.0,200,0.0014827251434326172,False
91,-299.0,200,0.0012750625610351562,False
92,-299.0,200,0.0012707710266113281,False
93,-200.0,200,0.0013399124145507812,False
94,-398.0,200,0.001323699951171875,False
